Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
24,Sun,2013-02-24,,AZ Alkmaar,0–1,NAC Breda,,AFAS Stadion,Eric Braamhaar,Match Report,
24,Sun,2013-02-24,,Utrecht,4–0,Roda JC,,Galgenwaard,Reinold Wiedemeijer,Match Report,
24,Sun,2013-02-24,,Ajax,1–1,ADO Den Haag,,Amsterdam ArenA,Pol van Boekel,Match Report,
24,Sun,2013-02-24,,Feyenoord,2–1,PSV Eindhoven,,De Kuip,Björn Kuipers,Match Report,

25,Fri,2013-03-01,,Vitesse,2–0,Utrecht,,GelreDome,Bas Nijhuis,Match Report,
25,Sat,2013-03-02,,Twente,0–2,Ajax,,De Grolsch Veste,Richard Liesveld,Match Report,
25,Sat,2013-03-02,,Zwolle,2–0,Willem II,,IJsseldelta Stadion,Pieter Vink,Match Report,
25,Sat,2013-03-02,,NAC Breda,1–2,Heerenveen,,Rat Verlegh Stadion,Björn Kuipers,Match Report,
25,Sat,2013-03-02,,PSV Eindhoven,2–0,VVV-Venlo,,Philips Stadion,Kevin Blom,Match Report,
25,Sun,2013-03-03,,Roda JC,4–1,Groningen,,Parkstad Limburg Stadion,Joeri van de Velde,Match Report,
25,Sun,2013-03-03,,ADO Den Haag,3–1,Heracles Almelo,,Kyocera Stadium,Tom van Sichem,Match Report,
25,Sun,2013-03-03,,RKC Waalwijk,2–1,AZ Alkmaar,,Mandemakers Stadion,Ruud Bossen,Match Report,
25,Sun,2013-03-03,,NEC Nijmegen,0–3,Feyenoord,,Goffertstadion,Danny Makkelie,Match Report,

26,Fri,2013-03-08,,Groningen,1–1,NAC Breda,,Euroborg,Pol van Boekel,Match Report,
26,Sat,2013-03-09,,Willem II,1–0,VVV-Venlo,,Koning Willem II Stadion,Björn Kuipers,Match Report,
26,Sat,2013-03-09,,Heracles Almelo,1–0,NEC Nijmegen,,Polman Stadion,Ed Janssen,Match Report,
26,Sat,2013-03-09,,Heerenveen,2–1,PSV Eindhoven,,Abe Lenstra stadion,Reinold Wiedemeijer,Match Report,
26,Sat,2013-03-09,,AZ Alkmaar,1–1,ADO Den Haag,,AFAS Stadion,Serdar Gözübüyük,Match Report,
26,Sun,2013-03-10,,Ajax,3–0,Zwolle,,Amsterdam ArenA,Tom van Sichem,Match Report,
26,Sun,2013-03-10,,Roda JC,0–1,Feyenoord,,Parkstad Limburg Stadion,Pieter Vink,Match Report,
26,Sun,2013-03-10,,Twente,0–1,Vitesse,,De Grolsch Veste,Ruud Bossen,Match Report,
26,Sun,2013-03-10,,Utrecht,1–0,RKC Waalwijk,,Galgenwaard,Eric Braamhaar,Match Report,

27,Fri,2013-03-15,,Zwolle,3–2,Roda JC,,IJsseldelta Stadion,Bas Nijhuis,Match Report,
27,Sat,2013-03-16,,PSV Eindhoven,2–0,RKC Waalwijk,,Philips Stadion,Jan Wegereef,Match Report,
27,Sat,2013-03-16,,ADO Den Haag,0–4,Vitesse,,Kyocera Stadium,Reinold Wiedemeijer,Match Report,
27,Sat,2013-03-16,,NEC Nijmegen,1–3,Heerenveen,,Goffertstadion,Eric Braamhaar,Match Report,
27,Sat,2013-03-16,,VVV-Venlo,0–2,Heracles Almelo,,Seacon Stadion - De Koel -,Serdar Gözübüyük,Match Report,
27,Sun,2013-03-17,,Groningen,0–3,Twente,,Euroborg,Kevin Blom,Match Report,
27,Sun,2013-03-17,,Feyenoord,2–1,Utrecht,,De Kuip,Richard Liesveld,Match Report,
27,Sun,2013-03-17,,AZ Alkmaar,2–3,Ajax,,AFAS Stadion,Björn Kuipers,Match Report,
27,Sun,2013-03-17,,NAC Breda,4–0,Willem II,,Rat Verlegh Stadion,Danny Makkelie,Match Report,

28,Sat,2013-03-30,,Willem II,1–2,Groningen,,Koning Willem II Stadion,Richard Liesveld,Match Report,
28,Sat,2013-03-30,,Twente,1–1,NAC Breda,,De Grolsch Veste,Ed Janssen,Match Report,
28,Sat,2013-03-30,,Heerenveen,2–0,Feyenoord,,Abe Lenstra stadion,Kevin Blom,Match Report,
28,Sat,2013-03-30,,Utrecht,2–1,VVV-Venlo,,Galgenwaard,Dennis Higler,Match Report,
28,Sun,2013-03-31,,Vitesse,2–1,Zwolle,,GelreDome,Johan Verbist,Match Report,
28,Sun,2013-03-31,,Ajax,4–1,NEC Nijmegen,,Amsterdam ArenA,Jan Wegereef,Match Report,
28,Sun,2013-03-31,,RKC Waalwijk,4–0,ADO Den Haag,,Mandemakers Stadion,Bas Nijhuis,Match Report,
28,Sun,2013-03-31,,Roda JC,2–2,PSV Eindhoven,,Parkstad Limburg Stadion,Danny Makkelie,Match Report,
28,Sun,2013-03-31,,Heracles Almelo,1–2,AZ Alkmaar,,Polman Stadion,Pol van Boekel,Match Report,

29,Fri,2013-04-05,,Feyenoord,1–0,VVV-Venlo,,De Kuip,Danny Makkelie,Match Report,
29,Sat,2013-04-06,,Willem II,1–3,PSV Eindhoven,,Koning Willem II Stadion,Bas Nijhuis,Match Report,
29,Sat,2013-04-06,,Zwolle,1–1,RKC Waalwijk,,IJsseldelta Stadion,Björn Kuipers,Match Report,
29,Sat,2013-04-06,,Twente,2–0,Roda JC,,De Grolsch Veste,Dennis Higler,Match Report,
29,Sat,2013-04-06,,Vitesse,3–0,NAC Breda,,GelreDome,Serdar Gözübüyük,Match Report,
29,Sun,2013-04-07,,Ajax,4–0,Heracles Almelo,,Amsterdam ArenA,Ruud Bossen,Match Report,
29,Sun,2013-04-07,,Groningen,3–1,Heerenveen,,Euroborg,Jan Wegereef,Match Report,
29,Sun,2013-04-07,,Utrecht,1–0,ADO Den Haag,,Galgenwaard,Pieter Vink,Match Report,
29,Sun,2013-04-07,,NEC Nijmegen,1–1,AZ Alkmaar,,Goffertstadion,Tom van Sichem,Match Report,

30,Fri,2013-04-12,,VVV-Venlo,0–2,Zwolle,,Seacon Stadion - De Koel -,Reinold Wiedemeijer,Match Report,
30,Sat,2013-04-13,,Heracles Almelo,0–2,Groningen,,Polman Stadion,Pieter Vink,Match Report,
30,Sat,2013-04-13,,NAC Breda,2–0,NEC Nijmegen,,Rat Verlegh Stadion,Frederik Geldhof,Match Report,
30,Sat,2013-04-13,,Roda JC,3–3,Vitesse,,Parkstad Limburg Stadion,Richard Liesveld,Match Report,
30,Sat,2013-04-13,,ADO Den Haag,1–3,Twente,,Kyocera Stadium,Pol van Boekel,Match Report,
30,Sun,2013-04-14,,RKC Waalwijk,1–1,Feyenoord,,Mandemakers Stadion,Serdar Gözübüyük,Match Report,
30,Sun,2013-04-14,,AZ Alkmaar,6–0,Utrecht,,AFAS Stadion,Ed Janssen,Match Report,
30,Sun,2013-04-14,,PSV Eindhoven,2–3,Ajax,,Philips Stadion,Björn Kuipers,Match Report,
30,Sun,2013-04-14,,Heerenveen,3–2,Willem II,,Abe Lenstra stadion,Jochem Kamphuis,Match Report,

31,Fri,2013-04-19,,Ajax,1–1,Heerenveen,,Amsterdam ArenA,Serdar Gözübüyük,Match Report,
31,Sat,2013-04-20,,Heracles Almelo,4–0,RKC Waalwijk,,Polman Stadion,Reinold Wiedemeijer,Match Report,
31,Sat,2013-04-20,,AZ Alkmaar,1–3,PSV Eindhoven,,AFAS Stadion,Richard Liesveld,Match Report,
31,Sat,2013-04-20,,Willem II,2–1,Roda JC,,Koning Willem II Stadion,Jan Wegereef,Match Report,
31,Sat,2013-04-20,,Groningen,2–1,ADO Den Haag,,Euroborg,Tom van Sichem,Match Report,
31,Sun,2013-04-21,,NEC Nijmegen,1–3,Zwolle,,Goffertstadion,Danny Makkelie,Match Report,
31,Sun,2013-04-21,,Feyenoord,2–0,Vitesse,,De Kuip,Bas Nijhuis,Match Report,
31,Sun,2013-04-21,,VVV-Venlo,2–2,Twente,,Seacon Stadion - De Koel -,Pieter Vink,Match Report,
31,Sun,2013-04-21,,Utrecht,3–0,NAC Breda,,Galgenwaard,Björn Kuipers,Match Report,

32,Fri,2013-04-26,,Heerenveen,0–4,AZ Alkmaar,,Abe Lenstra stadion,Reinold Wiedemeijer,Match Report,
32,Sat,2013-04-27,,Roda JC,3–1,RKC Waalwijk,,Parkstad Limburg Stadion,Danny Makkelie,Match Report,
32,Sat,2013-04-27,,PSV Eindhoven,5–2,Groningen,,Philips Stadion,Ruud Bossen,Match Report,
32,Sat,2013-04-27,,NAC Breda,0–2,Ajax,,Rat Verlegh Stadion,Richard Liesveld,Match Report,
32,Sat,2013-04-27,,ADO Den Haag,1–1,VVV-Venlo,,Kyocera Stadium,Bas Nijhuis,Match Report,
32,Sun,2013-04-28,,Zwolle,1–2,Utrecht,,IJsseldelta Stadion,Dennis Higler,Match Report,
32,Sun,2013-04-28,,Feyenoord,6–0,Heracles Almelo,,De Kuip,Pol van Boekel,Match Report,
32,Sun,2013-04-28,,Vitesse,3–1,Willem II,,GelreDome,Kevin Blom,Match Report,
32,Sun,2013-04-28,,Twente,5–2,NEC Nijmegen,,De Grolsch Veste,Jan Wegereef,Match Report,

33,Sun,2013-05-05,,VVV-Venlo,0–0,Groningen,,Seacon Stadion - De Koel -,Björn Kuipers,Match Report,
33,Sun,2013-05-05,,Heerenveen,2–4,Utrecht,,Abe Lenstra stadion,Eric Braamhaar,Match Report,
33,Sun,2013-05-05,,AZ Alkmaar,4–0,Zwolle,,AFAS Stadion,Jan Wegereef,Match Report,
33,Sun,2013-05-05,,ADO Den Haag,2–0,Feyenoord,,Kyocera Stadium,Richard Liesveld,Match Report,
33,Sun,2013-05-05,,NAC Breda,5–3,Roda JC,,Rat Verlegh Stadion,Kevin Blom,Match Report,
33,Sun,2013-05-05,,Ajax,5–0,Willem II,,Amsterdam ArenA,Danny Makkelie,Match Report,
33,Sun,2013-05-05,,Heracles Almelo,1–1,Twente,,Polman Stadion,Tom van Sichem,Match Report,
33,Sun,2013-05-05,,RKC Waalwijk,3–2,Vitesse,,Mandemakers Stadion,Pieter Vink,Match Report,
33,Sun,2013-05-05,,PSV Eindhoven,4–2,NEC Nijmegen,,Philips Stadion,Bas Nijhuis,Match Report,

34,Sun,2013-05-12,,Willem II,2–0,AZ Alkmaar,,Koning Willem II Stadion,Dennis Higler,Match Report,
34,Sun,2013-05-12,,Twente,3–1,PSV Eindhoven,,De Grolsch Veste,Danny Makkelie,Match Report,
34,Sun,2013-05-12,,Groningen,0–2,Ajax,,Euroborg,Reinold Wiedemeijer,Match Report,
34,Sun,2013-05-12,,NEC Nijmegen,1–2,RKC Waalwijk,,Goffertstadion,Eric Braamhaar,Match Report,
34,Sun,2013-05-12,,Zwolle,4–2,ADO Den Haag,,IJsseldelta Stadion,Pieter Vink,Match Report,
34,Sun,2013-05-12,,Utrecht,3–0,Heracles Almelo,,Galgenwaard,Jochem Kamphuis,Match Report,
34,Sun,2013-05-12,,Roda JC,1–0,Heerenveen,,Parkstad Limburg Stadion,Bas Nijhuis,Match Report,
34,Sun,2013-05-12,,Feyenoord,1–0,NAC Breda,,De Kuip,Ed Janssen,Match Report,
34,Sun,2013-05-12,,Vitesse,0–1,VVV-Venlo,,GelreDome,Ruud Bossen,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
1,Fri,2013-08-02,,Ajax,3–0,Roda JC,,Amsterdam ArenA,Danny Makkelie,Match Report,
1,Sat,2013-08-03,,ADO Den Haag,2–3,PSV Eindhoven,,Kyocera Stadium,Bas Nijhuis,Match Report,
1,Sat,2013-08-03,,Twente,0–0,RKC Waalwijk,,De Grolsch Veste,Dennis Higler,Match Report,
1,Sat,2013-08-03,,Heerenveen,4–2,AZ Alkmaar,,Abe Lenstra stadion,Pol van Boekel,Match Report,
1,Sat,2013-08-03,,NEC Nijmegen,1–4,Groningen,,Goffertstadion,Eric Braamhaar,Match Report,
1,Sun,2013-08-04,,Utrecht,1–1,Go Ahead Eag,,Galgenwaard,Jochem Kamphuis,Match Report,
1,Sun,2013-08-04,,Zwolle,2–1,Feyenoord,,IJsseldelta Stadion,Serdar Gözübüyük,Match Report,
1,Sun,2013-08-04,,Vitesse,3–1,Heracles Almelo,,GelreDome,Pieter Vink,Match Report,
1,Sun,2013-08-04,,Cambuur,0–0,NAC Breda,,Cambuurstadion,Tom van Sichem,Match Report,

2,Fri,2013-08-09,,Roda JC,2–0,Cambuur,,Parkstad Limburg Stadion,Kevin Blom,Match Report,
2,Sat,2013-08-10,,NAC Breda,0–2,Heerenveen,,Rat Verlegh Stadion,Eric Braamhaar,Match Report,
2,Sat,2013-08-10,,Heracles Almelo,1–3,Zwolle,,Polman Stadion,Ed Janssen,Match Report,
2,Sat,2013-08-10,,PSV Eindhoven,5–0,NEC Nijmegen,,Philips Stadion,Björn Kuipers,Match Report,
2,Sat,2013-08-10,,Go Ahead Eag,2–1,ADO Den Haag,,De Adelaarshorst,Pol van Boekel,Match Report,
2,Sun,2013-08-11,,Groningen,2–0,Utrecht,,Euroborg,Dennis Higler,Match Report,
2,Sun,2013-08-11,,Feyenoord,1–4,Twente,,De Kuip,Richard Liesveld,Match Report,
2,Sun,2013-08-11,,AZ Alkmaar,3–2,Ajax,,AFAS Stadion,Bas Nijhuis,Match Report,
2,Sun,2013-08-11,,RKC Waalwijk,4–2,Vitesse,,Mandemakers Stadion,Reinold Wiedemeijer,Match Report,

3,Sat,2013-08-17,,NEC Nijmegen,1–5,Zwolle,,Goffertstadion,Pieter Vink,Match Report,
3,Sat,2013-08-17,,Cambuur,4–1,Groningen,,Cambuurstadion,Bas Nijhuis,Match Report,
3,Sat,2013-08-17,,Roda JC,1–1,Vitesse,,Parkstad Limburg Stadion,Ed Janssen,Match Report,
3,Sat,2013-08-17,,PSV Eindhoven,3–0,Go Ahead Eag,,Philips Stadion,Kevin Blom,Match Report,
3,Sat,2013-08-17,,RKC Waalwijk,1–2,AZ Alkmaar,,Mandemakers Stadion,Danny Makkelie,Match Report,
3,Sun,2013-08-18,,Twente,6–0,Utrecht,,De Grolsch Veste,Pol van Boekel,Match Report,
3,Sun,2013-08-18,,NAC Breda,1–2,ADO Den Haag,,Rat Verlegh Stadion,Serdar Gözübüyük,Match Report,
3,Sun,2013-08-18,,Heerenveen,2–4,Heracles Almelo,,Abe Lenstra stadion,Jeroen Sanders,Match Report,
3,Sun,2013-08-18,,Ajax,2–1,Feyenoord,,Amsterdam ArenA,Björn Kuipers,Match Report,

4,Fri,2013-08-23,,Heerenveen,3–3,Ajax,,Abe Lenstra stadion,Pieter Vink,Match Report,
4,Sat,2013-08-24,,Zwolle,2–0,Cambuur,,IJsseldelta Stadion,Björn Kuipers,Match Report,
4,Sat,2013-08-24,,Heracles Almelo,1–1,PSV Eindhoven,,Polman Stadion,Reinold Wiedemeijer,Match Report,
4,Sat,2013-08-24,,NEC Nijmegen,2–2,RKC Waalwijk,,Goffertstadion,Jochem Kamphuis,Match Report,
4,Sat,2013-08-24,,ADO Den Haag,0–4,Roda JC,,Kyocera Stadium,Dennis Higler,Match Report,
4,Sun,2013-08-25,,Feyenoord,3–1,NAC Breda,,De Kuip,Danny Makkelie,Match Report,
4,Sun,2013-08-25,,Vitesse,1–0,Twente,,GelreDome,Serdar Gözübüyük,Match Report,
4,Sun,2013-08-25,,Go Ahead Eag,3–3,Groningen,,De Adelaarshorst,Jeroen Sanders,Match Report,
4,Sun,2013-08-25,,Utrecht,2–0,AZ Alkmaar,,Galgenwaard,Tom van Sichem,Match Report,

5,Fri,2013-08-30,,NAC Breda,1–1,NEC Nijmegen,,Rat Verlegh Stadion,Ed Janssen,Match Report,
5,Sat,2013-08-31,,Twente,1–1,Heerenveen,,De Grolsch Veste,Kevin Blom,Match Report,
5,Sat,2013-08-31,,RKC Waalwijk,1–4,Go Ahead Eag,,Mandemakers Stadion,Bas Nijhuis,Match Report,
5,Sat,2013-08-31,,Heracles Almelo,1–0,ADO Den Haag,,Polman Stadion,Jochem Kamphuis,Match Report,
5,Sat,2013-08-31,,PSV Eindhoven,0–0,Cambuur,,Philips Stadion,Dennis Higler,Match Report,
5,Sun,2013-09-01,,Groningen,1–1,Ajax,,Euroborg,Serdar Gözübüyük,Match Report,
5,Sun,2013-09-01,,Feyenoord,4–0,Roda JC,,De Kuip,Reinold Wiedemeijer,Match Report,
5,Sun,2013-09-01,,AZ Alkmaar,1–1,Vitesse,,AFAS Stadion,Richard Liesveld,Match Report,
5,Sun,2013-09-01,,Zwolle,1–1,Utrecht,,IJsseldelta Stadion,Eric Braamhaar,Match Report,

6,Sat,2013-09-14,,Cambuur,2–0,Heracles Almelo,,Cambuurstadion,Tom van Sichem,Match Report,
6,Sat,2013-09-14,,Twente,2–2,PSV Eindhoven,,De Grolsch Veste,Pol van Boekel,Match Report,
6,Sat,2013-09-14,,Ajax,2–1,Zwolle,,Amsterdam ArenA,Reinold Wiedemeijer,Match Report,
6,Sun,2013-09-15,,Utrecht,2–1,RKC Waalwijk,,Galgenwaard,Richard Liesveld,Match Report,
6,Sun,2013-09-15,,Heerenveen,4–2,Groningen,,Abe Lenstra stadion,Danny Makkelie,Match Report,
6,Sun,2013-09-15,,AZ Alkmaar,3–0,Go Ahead Eag,,AFAS Stadion,Eric Braamhaar,Match Report,
6,Sun,2013-09-15,,NEC Nijmegen,3–3,Feyenoord,,Goffertstadion,Kevin Blom,Match Report,
6,Sun,2013-09-15,,Roda JC,1–5,NAC Breda,,Parkstad Limburg Stadion,Jeroen Sanders,Match Report,

7,Fri,2013-09-20,,Go Ahead Eag,0–0,Cambuur,,De Adelaarshorst,Ed Janssen,Match Report,
7,Sat,2013-09-21,,Heracles Almelo,0–3,Twente,,Polman Stadion,Danny Makkelie,Match Report,
7,Sat,2013-09-21,,ADO Den Haag,1–1,NEC Nijmegen,,Kyocera Stadium,Pieter Vink,Match Report,
7,Sat,2013-09-21,,Roda JC,3–3,Heerenveen,,Parkstad Limburg Stadion,Richard Liesveld,Match Report,
7,Sat,2013-09-21,,Groningen,4–1,RKC Waalwijk,,Euroborg,Dennis Higler,Match Report,
7,Sun,2013-09-22,,Vitesse,3–0,Zwolle,,GelreDome,Tom van Sichem,Match Report,
7,Sun,2013-09-22,,PSV Eindhoven,4–0,Ajax,,Philips Stadion,Bas Nijhuis,Match Report,
7,Sun,2013-09-22,,NAC Breda,3–0,AZ Alkmaar,,Rat Verlegh Stadion,Serdar Gözübüyük,Match Report,
7,Sun,2013-09-22,,Feyenoord,1–0,Utrecht,,De Kuip,Björn Kuipers,Match Report,

8,Sat,2013-09-28,,Utrecht,3–3,Roda JC,,Galgenwaard,Danny Makkelie,Match Report,
8,Sat,2013-09-28,,AZ Alkmaar,2–1,PSV Eindhoven,,AFAS Stadion,Björn Kuipers,Match Report,
8,Sat,2013-09-28,,Zwolle,0–0,NAC Breda,,IJsseldelta Stadion,Jochem Kamphuis,Match Report,
8,Sat,2013-09-28,,RKC Waalwijk,1–4,Heracles Almelo,,Mandemakers Stadion,Jeroen Sanders,Match Report,
8,Sat,2013-09-28,,Ajax,6–0,Go Ahead Eag,,Amsterdam ArenA,Tom van Sichem,Match Report,
8,Sun,2013-09-29,,Twente,5–0,Groningen,,De Grolsch Veste,Reinold Wiedemeijer,Match Report,
8,Sun,2013-09-29,,NEC Nijmegen,2–3,Vitesse,,Goffertstadion,Pol van Boekel,Match Report,
8,Sun,2013-09-29,,Heerenveen,2–1,Cambuur,,Abe Lenstra stadion,Kevin Blom,Match Report,
8,Sun,2013-09-29,,Feyenoord,4–2,ADO Den Haag,,De Kuip,Serdar Gözübüyük,Match Report,

6,Wed,2013-10-02,,ADO Den Haag,2–1,Vitesse,,Kyocera Stadium,Eric Braamhaar,Match Report,

9,Fri,2013-10-04,,Cambuur,0–1,Twente,,Cambuurstadion,Richard Liesveld,Match Report,
9,Sat,2013-10-05,,Go Ahead Eag,4–3,NEC Nijmegen,,De Adelaarshorst,Björn Kuipers,Match Report,
9,Sat,2013-10-05,,NAC Breda,2–1,Heracles Almelo,,Rat Verlegh Stadion,Reinold Wiedemeijer,Match Report,
9,Sat,2013-10-05,,Roda JC,0–0,Zwolle,,Parkstad Limburg Stadion,Dennis Higler,Match Report,
9,Sun,2013-10-06,,Ajax,3–0,Utrecht,,Amsterdam ArenA,Kevin Blom,Match Report,
9,Sun,2013-10-06,,Groningen,2–1,AZ Alkmaar,,Euroborg,Bas Nijhuis,Match Report,
9,Sun,2013-10-06,,PSV Eindhoven,2–1,RKC Waalwijk,,Philips Stadion,Ed Janssen,Match Report,
9,Sun,2013-10-06,,Vitesse,1–2,Feyenoord,,GelreDome,Pieter Vink,Match Report,

10,Sat,2013-10-19,,Heerenveen,2–3,Vitesse,,Abe Lenstra stadion,Richard Liesveld,Match Report,
10,Sat,2013-10-19,,Utrecht,4–2,NAC Breda,,Galgenwaard,Bas Nijhuis,Match Report,
10,Sat,2013-10-19,,RKC Waalwijk,1–2,Roda JC,,Mandemakers Stadion,Serdar Gözübüyük,Match Report,
10,Sat,2013-10-19,,Twente,1–1,Ajax,,De Grolsch Veste,Pieter Vink,Match Report,
10,Sat,2013-10-19,,Go Ahead Eag,2–2,Feyenoord,,De Adelaarshorst,Danny Makkelie,Match Report,
10,Sun,2013-10-20,,Heracles Almelo,1–1,NEC Nijmegen,,Polman Stadion,Eric Braamhaar,Match Report,
10,Sun,2013-10-20,,Zwolle,6–1,ADO Den Haag,,IJsseldelta Stadion,Pol van Boekel,Match Report,
10,Sun,2013-10-20,,AZ Alkmaar,3–1,Cambuur,,AFAS Stadion,Jochem Kamphuis,Match Report,
10,Sun,2013-10-20,,Groningen,1–0,PSV Eindhoven,,Euroborg,Kevin Blom,Match Report,

11,Fri,2013-10-25,,NEC Nijmegen,2–1,Heerenveen,,Goffertstadion,Reinold Wiedemeijer,Match Report,
11,Sat,2013-10-26,,ADO Den Haag,3–2,Twente,,Kyocera Stadium,Tom van Sichem,Match Report,
11,Sat,2013-10-26,,NAC Breda,5–0,Go Ahead Eag,,Rat Verlegh Stadion,Serdar Gözübüyük,Match Report,
11,Sat,2013-10-26,,Ajax,0–0,RKC Waalwijk,,Amsterdam ArenA,Eric Braamhaar,Match Report,
11,Sat,2013-10-26,,Cambuur,3–1,Utrecht,,Cambuurstadion,Dennis Higler,Match Report,
11,Sun,2013-10-27,,Zwolle,0–2,AZ Alkmaar,,IJsseldelta Stadion,Ed Janssen,Match Report,
11,Sun,2013-10-27,,Feyenoord,1–2,Heracles Almelo,,De Kuip,Kevin Blom,Match Report,
11,Sun,2013-10-27,,Vitesse,2–2,Groningen,,GelreDome,Björn Kuipers,Match Report,
11,Sun,2013-10-27,,Roda JC,2–1,PSV Eindhoven,,Parkstad Limburg Stadion,Richard Liesveld,Match Report,

12,Fri,2013-11-01,,RKC Waalwijk,3–0,NAC Breda,,Mandemakers Stadion,Kevin Blom,Match Report,
12,Sat,2013-11-02,,Ajax,0–1,Vitesse,,Amsterdam ArenA,Bas Nijhuis,Match Report,
12,Sat,2013-11-02,,AZ Alkmaar,2–0,ADO Den Haag,,AFAS Stadion,Björn Kuipers,Match Report,
12,Sat,2013-11-02,,PSV Eindhoven,1–1,Zwolle,,Philips Stadion,Pieter Vink,Match Report,
12,Sat,2013-11-02,,Twente,2–2,NEC Nijmegen,,De Grolsch Veste,Dennis Higler,Match Report,
12,Sun,2013-11-03,,Groningen,3–3,Roda JC,,Euroborg,Danny Makkelie,Match Report,
12,Sun,2013-11-03,,Utrecht,2–0,Heerenveen,,Galgenwaard,Jochem Kamphuis,Match Report,
12,Sun,2013-11-03,,Cambuur,0–2,Feyenoord,,Cambuurstadion,Pol van Boekel,Match Report,

13,Fri,2013-11-08,,Heerenveen,5–2,RKC Waalwijk,,Abe Lenstra stadion,Tom van Sichem,Match Report,
13,Sat,2013-11-09,,Roda JC,1–4,Go Ahead Eag,,Parkstad Limburg Stadion,Eric Braamhaar,Match Report,
13,Sat,2013-11-09,,Vitesse,3–1,Utrecht,,GelreDome,Pol van Boekel,Match Report,
13,Sat,2013-11-09,,ADO Den Haag,3–0,Cambuur,,Kyocera Stadium,Ed Janssen,Match Report,
13,Sat,2013-11-09,,Heracles Almelo,0–3,Groningen,,Polman Stadion,Richard Liesveld,Match Report,
13,Sun,2013-11-10,,Feyenoord,2–2,AZ Alkmaar,,De Kuip,Bas Nijhuis,Match Report,
13,Sun,2013-11-10,,NEC Nijmegen,0–3,Ajax,,Goffertstadion,Björn Kuipers,Match Report,
13,Sun,2013-11-10,,Zwolle,1–1,Twente,,IJsseldelta Stadion,Kevin Blom,Match Report,
13,Sun,2013-11-10,,NAC Breda,2–1,PSV Eindhoven,,Rat Verlegh Stadion,Reinold Wiedemeijer,Match Report,

14,Sat,2013-11-23,,AZ Alkmaar,2–2,Roda JC,,AFAS Stadion,Reinold Wiedemeijer,Match Report,
14,Sat,2013-11-23,,PSV Eindhoven,1–1,Heerenveen,,Philips Stadion,Serdar Gözübüyük,Match Report,
14,Sat,2013-11-23,,Ajax,3–0,Heracles Almelo,,Amsterdam ArenA,Pol van Boekel,Match Report,
14,Sat,2013-11-23,,Cambuur,2–1,NEC Nijmegen,,Cambuurstadion,Bas Nijhuis,Match Report,
14,Sun,2013-11-24,,Groningen,0–0,Zwolle,,Euroborg,Dennis Higler,Match Report,
14,Sun,2013-11-24,,Twente,5–2,NAC Breda,,De Grolsch Veste,Ed Janssen,Match Report,
14,Sun,2013-11-24,,Utrecht,3–0,ADO Den Haag,,Galgenwaard,Kevin Blom,Match Report,
14,Sun,2013-11-24,,RKC Waalwijk,1–0,Feyenoord,,Mandemakers Stadion,Pieter Vink,Match Report,
14,Sun,2013-11-24,,Go Ahead Eag,0–3,Vitesse,,De Adelaarshorst,Danny Makkelie,Match Report,

15,Fri,2013-11-29,,Roda JC,1–2,Twente,,Parkstad Limburg Stadion,Serdar Gözübüyük,Match Report,
15,Sat,2013-11-30,,Zwolle,1–1,RKC Waalwijk,,IJsseldelta Stadion,Jochem Kamphuis,Match Report,
15,Sat,2013-11-30,,NAC Breda,2–2,Groningen,,Rat Verlegh Stadion,Eric Braamhaar,Match Report,
15,Sat,2013-11-30,,Heerenveen,3–1,Go Ahead Eag,,Abe Lenstra stadion,Pieter Vink,Match Report,
15,Sat,2013-11-30,,Heracles Almelo,1–2,Utrecht,,Polman Stadion,Dennis Higler,Match Report,
15,Sun,2013-12-01,,NEC Nijmegen,3–2,AZ Alkmaar,,Goffertstadion,Pol van Boekel,Match Report,
15,Sun,2013-12-01,,Feyenoord,3–1,PSV Eindhoven,,De Kuip,Danny Makkelie,Match Report,
15,Sun,2013-12-01,,ADO Den Haag,0–4,Ajax,,Kyocera Stadium,Reinold Wiedemeijer,Match Report,
15,Sun,2013-12-01,,Vitesse,3–0,Cambuur,,GelreDome,Björn Kuipers,Match Report,

9,Wed,2013-12-04,,ADO Den Haag,1–1,Heerenveen,,Kyocera Stadium,Bas Nijhuis,Match Report,

12,Wed,2013-12-04,,Go Ahead Eag,1–1,Heracles Almelo,,De Adelaarshorst,Tom van Sichem,Match Report,

16,Fri,2013-12-06,,Utrecht,2–0,NEC Nijmegen,,Galgenwaard,Jeroen Sanders,Match Report,
16,Sat,2013-12-07,,Ajax,4–0,NAC Breda,,Amsterdam ArenA,Danny Makkelie,Match Report,
16,Sat,2013-12-07,,RKC Waalwijk,2–2,Cambuur,,Mandemakers Stadion,Eric Braamhaar,Match Report,
16,Sat,2013-12-07,,AZ Alkmaar,1–2,Twente,,AFAS Stadion,Pieter Vink,Match Report,
16,Sat,2013-12-07,,PSV Eindhoven,2–6,Vitesse,,Philips Stadion,Bas Nijhuis,Match Report,
16,Sun,2013-12-08,,Roda JC,1–3,Heracles Almelo,,Parkstad Limburg Stadion,Reinold Wiedemeijer,Match Report,
